gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,1,1.6137012404433893,1,0,-1.4760643460664828,-0.4082416887399861,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0,0,1,0.06632741908223598,1,1,1.7079387062518092,0.7355250277669376,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,-1.1761674555054076,1,0,0.3595828200662597,-0.8773871391205063,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.6137012404433893,1,1,1.7312038642541347,2.734436595423474,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,1.6137012404433893,1,0,0.47987072312904416,1.3774461743503796,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,1,0,0,-0.608306817019959,1,1,0.7512091070114021,-0.3363868537234772,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.44453384755220576,1,1,0.5392563862006612,-0.21289223942212293,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.6666391278783103,1,0,-1.5225946620711341,-0.8616012559077836,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,1,-1.2367242199587352,0,0,-1.1869116680375775,-0.9860368981028763,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.9109613101984924,1,1,-1.5109620830699715,-0.9240727571835331,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,0,1.125056875803025,1,0,-1.4893587220678117,-0.4507055446565884,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,0,0,1.002895784642934,1,1,1.3340343812144315,1.603353887826704,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,1.4100994218432374,1,1,0.6809481601491449,1.5152275998335476,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,1,1,0.3106496014024181,1,1,0.32532360211359457,0.32471755309946526,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,1,0.880734693482843,1,1,-0.3244390249513595,0.3586445195408857,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,-0.8330397412223433,0,1,-0.5364674492910105,-0.7580579149848417,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.38159658183809786,1,1,1.1279715531938321,-0.013515331455995956,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,-0.9924020376385531,1,1,-1.5093002860698053,-0.9384553203303511,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,-1.1552834925186746,1,1,0.6659919871476498,-0.84170390627829,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.30015585439803716,1,1,-1.462769970065154,-0.7854530841549986,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,0,0,1.247217966963116,1,1,1.4835961112293827,2.0963757993779044,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0.10704778280226633,1,0,-1.462769970065154,-0.6967532583676439,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,1,-0.30015585439803716,1,1,-0.3327480099521901,-0.44708784472395324,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,1,0,1.369379058123207,1,0,1.0581760791868549,1.8284895311954537,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,0.2403794639245258,1,1,1.3005413100746797,0.7307969664654662,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,1.5322605130033284,1,1,-1.502653098069141,-0.36074834755118373,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,1,0,0.880734693482843,1,1,1.5184938482328711,1.6756196498956852,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,-0.46303730927815856,1,1,0.5845639341395097,-0.18833406295681313,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.6137012404433893,1,1,0.7025515211513048,1.690178686209949,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,-1.2167924269652386,1,0,-1.4841985056806397,-0.9843625251865645,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,1,-0.62591876415828,1,1,0.9285559131738974,-0.31892420686657186,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,-0.055833672077855064,0,0,-1.3215172250510334,-0.657598274340647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1.4915401492832983,1,0,-1.3348116010523623,-0.265452837130549,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-0.0965540357978854,1,1,1.164923481004862,0.30498715926107783,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.8702409464784621,1,1,-0.6883725679877406,-0.7923796559772391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.0284247861296536,1,1,1.0331181760967916,-0.7060790256570545,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,-0.8309949360590649,1,1,1.2158738102814113,-0.46977047497615604,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,-0.46303730927815856,1,1,-0.196480655938568,-0.46954405528140836,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1,1,1,0,1.369379058123207,1,1,1.1592971545934214,2.009723836122685,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,1,0,0.9214550572028734,1,0,0.8537750481664219,1.2198997541133028,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.5444780367182193,1,1,0.7058751151516368,-0.3296890700807546,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,-1.0268180246812304,0,1,-0.9434239290335616,-0.8975797457230105,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,-0.3408762181180675,1,0,-1.491020519067978,-0.7704087466302595,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,-1.2774445836787656,1,0,-0.48628293843144665,-0.9836631333689194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1.5729808767233588,1,0,1.478610720228884,2.3947257480906554,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,-0.9109613101984924,1,1,0.7075369121518029,-0.6377891612948763,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-0.8295205827584317,1,1,0.8105683261621028,-0.5392068381305668,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.748079855318371,1,1,-1.328164413051698,-0.8638512887927152,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,-1.2774445836787656,1,0,0.4536819691477085,-0.9711857832088485,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.2134696089009285,1,1,-0.5485534716714383,-0.9534090247363255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.5729808767233588,1,0,0.7706851981581158,1.8025038572890861,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-1.1960038562387048,1,1,-0.4690153639658123,-0.9390288581245493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.40122773128372013,1,1,-0.2582563828688716,-0.41792995527902665,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1.6137012404433893,0,0,-0.3028356639492,0.7060319496575884,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
1,1,0,0,-1.2774445836787656,1,0,-0.613591702980265,-0.9853530645790245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.5956921474426305,1,0,0.9983513871808745,0.9953597076846823,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0,1,0,-1.0962934114386924,1,1,0.1647422487852801,-0.8482126124948817,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.5956921474426305,0,0,-0.7598298389948839,-0.1784515655798584,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,0,0,0,-0.7888002190384014,1,1,0.8648542188331481,-0.4894893457244957,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1.6137012404433893,1,1,-1.3148700370503688,-0.21213588141604103,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,0.18848851024232702,1,0,-1.4926823160681442,-0.6597821297877866,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-0.6279460099397018,1,1,0.4923533287791141,-0.40218467713845185,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7502454840689098,1,0,0.055243095059783476,0.48639944042250766,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,-0.30015585439803716,1,1,0.5014740841312035,-0.11664183868203007,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,-1.1145631287986442,1,1,0.6483568192967659,-0.826972141315643,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.5850314883085925,1,0,-0.07918763870742437,0.2713398693022334,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0.3536309045048942,1,0,0.3020115439191274,0.3172460178985893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.3106496014024181,1,1,0.6676537841478158,0.4514694056172818,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,1.4508197855632678,1,1,0.36686852711774764,1.329820478285993,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0.3106496014024181,1,1,1.2143849972024705,0.8088496288405929,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,1,-0.32178407800880227,1,0,0.4458513340453552,-0.14152582173125688,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0,1,1,0.880734693482843,1,1,0.7125223031523015,0.9901537492450364,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,1,0,0.7992939660427822,1,1,1.3190782082129364,1.4124540389424047,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,0,0,-1.1960038562387048,1,1,1.435403998224565,-0.8652189558404189,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.62591876415828,1,1,0.14086413509515497,-0.516949159886488,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1,1,1,0,-1.0331224013585834,1,1,0.1774236690988095,-0.7995047601128561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,-1.0331224013585834,1,1,0.32033821111309646,-0.7728793709744982,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1.4844815571178043,1,1,0.4437977450627487,1.3526146610723022,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
1,0,1,1,1.2879383306831464,1,0,0.8471278601657574,1.4777049926054224,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1,0,0,0,0.025607055362205634,0,1,-0.8528904710041867,-0.428271393245064,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,1,0,-1.2774445836787656,1,1,0.48485611412954227,-0.9707719691188302,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,-0.9507836838361232,1,1,0.16929791885926077,-0.7447467435279483,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.16700515523010337,1,1,1.3448260621695929,0.6964560048086255,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.8771384483576837,1,1,0.6989136894023696,-0.5806634317075351,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,0,1,1,0.3920903288424788,1,0,-1.3896509020578445,-0.5583100585065551,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0,0,0,0.3920903288424788,1,1,0.45494376812655235,0.4825066239417802,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,-1.2774445836787656,1,0,-1.4577845790646555,-0.9965591107118213,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,0,0.06632741908223598,1,0,0.8438042661654253,0.37459328204878367,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,-0.7073594915983407,1,0,-0.5288400559717926,-0.727216938897944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,-0.9376933864730972,0,1,-0.7044761899379418,-0.8248289090397067,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,-1.505976692069473,-0.9971988259438118,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-0.976430901672228,1,1,0.9963108344242491,-0.6398280572485705,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.7546866815421627,1,1,-0.17892054083256737,-0.6478784027589372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,-0.4223169455581282,1,0,0.6078290921418354,-0.21195940824859547,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1.2879383306831464,1,1,0.11759897709282914,0.9260719303163457,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
1,1,0,0,-1.2774445836787656,1,1,0.22893937610395967,-0.9741690775921583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-1.2774445836787656,1,0,-1.485889669891974,-0.9969321853412096,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,1.162607143379924,1,1,1.286258381238934,1.7949426586315138,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,-0.6666391278783103,1,0,-1.4744025490663168,-0.8639836436682994,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-0.38159658183809786,1,1,1.3057838322116073,0.08398609355770902,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
0,0,1,1,1.0843365120829946,1,0,0.02453834508352634,0.6712887948167321,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,0,1,-1.1552834925186746,1,1,1.165233751085603,-0.8405367453003523,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.055833672077855064,1,1,0.9883806051798778,0.3085923174241217,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-0.9924020376385531,1,0,-1.341458789053027,-0.9158005774595197,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,-1.1422671445633266,1,1,0.6894617647112425,-0.8422753651003477,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,-0.8702409464784621,1,1,1.0099839661820376,-0.5656336949555484,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,1.6137012404433893,1,1,1.5002140812310438,2.3578869743863824,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,-1.1145631287986442,1,0,-1.4926823160681442,-0.9581100193546068,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,1,1,-0.62591876415828,1,1,0.14086413509515497,-0.49857389132621277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,1,-0.6584602219847502,-0.9859486615191536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.2139295587546584,1,1,0.2723492599419708,-0.9264148791421686,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0.5956921474426305,1,1,0.6177998741428321,0.7876287304552568,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,-0.9924020376385531,1,1,0.9867188081797118,-0.6780029843265468,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,1,0,1.2064976032430856,1,1,1.1030445981913404,1.6133246217873816,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0,1,1,0.8400143297628127,1,1,-1.4926823160681442,-0.5471922489574811,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,1,0,0,-1.2714853436828757,1,1,0.1800582518252064,-0.9703823156689423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,1,-1.504314895069307,-0.997176766797881,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-1.2499827845642384,1,0,0.5248934499517711,-0.9468246077726614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,-1.074361992841902,1,1,0.1674316974260957,-0.8197551552421851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.3408762181180675,1,0,0.33363258711442517,-0.20229750233094776,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
1,0,1,0,-1.0988814673996838,1,1,0.4754298859441115,-0.8184285060118509,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,-1.487087187031541,-0.9969480815098353,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.0138522360879716,1,1,0.34142205845878565,-0.7488595345038919,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.2774445836787656,1,0,0.9850570111795457,-0.9641321661936887,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,1.5729808767233588,1,0,1.5467443972356951,2.5174628360490843,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0,1,0,0.10704778280226633,1,1,-0.08680205392760396,-0.028361136667358768,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0.35136996512244845,1,1,0.5014740841312035,0.45927834327675043,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,0,0,-0.4902744425605071,1,1,0.4773835506957923,-0.3256052144035694,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0.47353105628253944,1,1,0.8122301231622688,0.7766873940736284,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,1.4508197855632678,1,0,0.20567421810163386,1.0860669157517306,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,1,1,0.880734693482843,1,1,0.19736523310080326,0.6574797694641122,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0,1,1,0.5549717837226001,1,0,-1.4960059100684764,-0.6279066639179215,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,0,0,1.3286586944031769,1,1,1.141265929195161,1.8602105830438036,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.7325126642801709,1,1,0.7245695128262087,-0.44848524056611777,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,0,0,0.35136996512244845,1,1,1.1180007711928355,0.8417839337151315,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,-1.2774445836787656,1,1,0.15354623483600235,-0.9751698666808604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.0738427650786138,0,1,-1.1387195550327598,-0.9137049585961029,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0.5142514200025698,1,1,1.2924894562102784,1.0888904864308608,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.2367242199587352,1,1,-0.3227772279511935,-0.9604482888232614,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,0,1.125056875803025,1,1,1.3705939152180862,1.8360558182496844,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,-1.2774445836787656,1,1,0.8670694241677506,-0.9656983655547686,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,0.880734693482843,0,0,-0.6501512369839195,0.07977279668494497,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
0,0,0,0,-1.0941620914835044,1,1,1.054869158287292,-0.7588123447447443,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.748079855318371,1,1,-0.3078210549496983,-0.6671498845286412,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.06632741908223598,1,0,0.7540672281564545,0.26224605182371585,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1.1657772395230555,1,1,1.6730409692483204,2.079699085054293,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,0.5956921474426305,1,0,1.001674981181207,1.0303896314226377,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,0,0,0,-1.2774445836787656,0,1,-1.3178355125360817,-0.9947013886909544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2774445836787656,1,0,0.47473165687130975,-0.9709063639216285,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,1.0843365120829946,1,1,0.830509890164096,1.4193585516187144,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-1.0469109786962059,1,1,0.9972127954733512,-0.7053358970670688,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,0.18848851024232702,1,1,0.39013368512007346,0.25959895431203156,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.369379058123207,1,1,1.3224018022132684,1.9850212307197184,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0,0,1,-0.8295205827584317,1,1,0.641065032145158,-0.5793544837244453,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.8295205827584317,1,1,-0.6567984249845842,-0.7744455703355781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.06632741908223598,1,1,0.17410007509847744,0.06016221595255034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,-1.1145631287986442,1,1,0.46550066465924667,-0.8241189562427951,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2774445836787656,1,1,-0.28289409994720643,-0.9809632945388147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.30015585439803716,1,0,-1.4677553610656522,-0.7668792832813471,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.9109613101984924,1,0,-1.4760643460664828,-0.9279992851591979,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,0,-0.055833672077855064,1,1,0.8620840331672525,0.2451943320192828,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,0,0,-0.49364673955036137,1,0,-1.5047312850910406,-0.8215634657625559,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,1,1,-0.4223169455581282,1,1,0.4615909561272169,-0.2717617528667299,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,-1.0331224013585834,0,0,-1.3198554280508674,-0.9219771383201164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.2774445836787656,1,1,-0.32442216666004636,-0.9815145494055324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.129848566742767,0,1,-0.7268134882772992,-0.9169913379770718,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
